Year,Plot,Layer ,Pignatti_1982,Bartolucci et al_2024,spp_presence_cover 
2003,11,C,Hieracium pilosella L.,Pilosella officinarum F.W.Schultz & Sch.Bip.,p
2003,11,C,Knautia purpurea (Vill.) Borbás,Knautia calycina (C.Presl) Guss.,p
2003,11,C,Koeleria splendens Presl,Koeleria splendens C.Presl,p
2003,11,C,Lathyrus sylvestris L.,Lathyrus sylvestris L. subsp. sylvestris,p
2003,11,C,Leontodon cichoraceus (Ten.) Sanguin.,Scorzoneroides cichoriacea (Ten.) Greuter,p
2003,11,C,Leontodon crispus Vill.,Leontodon crispus Vill.,p
2003,11,C,Lilium bulbiferum L. subsp. croceum (Chaix) Baker,Lilium bulbiferum L. subsp. croceum (Chaix) Jan,p
2003,11,C,Onobrychis viciifolia Scop.,Onobrychis viciifolia Scop.,p
2003,11,C,Orobanche minor Sm.,Orobanche minor Sm.,p
2003,11,C,Sanguisorba minor Scop. subsp. muricata (Gremli) Briq.,Poterium sanguisorba L. subsp. balearicum (Bourg. ex Nyman) Stace,p
2003,11,C,Sedum rupestre L. subsp. rupestre,Petrosedum rupestre (L.) P.V.Heath,p
2003,11,C,Sesleria nitida Ten.,Sesleria nitida Ten.,p
2003,11,C,Silene italica (L.) Pers. subsp. italica,Silene italica (L.) Pers. subsp. italica,p
2003,11,C,Silene otites (L.) Wibel,Silene otites (L.) Wibel subsp. otites,p
2003,11,C,Teucrium chamaedrys L.,Teucrium chamaedrys L. subsp. chamaedrys,p
2003,11,C,Thymus longicaulis Presl,Thymus longicaulis C.Presl subsp. longicaulis,p
2015,11,B,Lonicera xylosteum L.,Lonicera xylosteum L.,+
2015,11,B,Rosa canina L.,Rosa canina L.,1
2015,11,B,Sorbus aria (L.) Crantz,Sorbus aria (L.) Crantz,2
2015,11,C,Acinos alpinus (L.) Moench,Ziziphora granatensis (Boiss. & Reut.) Melnikov subsp. alpina (L.) Bräuchler & Gutermann,+
2015,11,C,Aethionema saxatile (L.) R. Br.,Aethionema saxatile (L.) W.T.Aiton,+
2015,11,C,Arrhenatherum elatius (L.) Presl subsp. elatius,Arrhenatherum elatius (L.) P.Beauv. ex J.Presl & C.Presl subsp. elatius,+
2015,11,C,Asperula purpurea (L.) Ehrend.,Thliphthisa purpurea (L.) P.Caputo & Del Guacchio subsp. purpurea,1
2015,11,C,Brachypodium rupestre (Host) Roem. & Schult.,Brachypodium rupestre (Host) Roem. & Schult.,1
2015,11,C,Bromus erectus Huds.,Bromopsis erecta (Huds.) Fourr.,2
2015,11,C,Carex macrolepis DC.,Carex macrolepis DC.,+
2015,11,C,Cerastium arvense L. subsp. suffruticosum (L.) Nym.,Cerastium arvense L. subsp. suffruticosum (L.) Ces.,+
2015,11,C,Chamaecytisus hirsutus (L.) Link,Cytisus hirsutus L.,+
2015,11,C,Cytisus sessilifolius L.,Cytisophyllum sessilifolium (L.) O.Lang,2
2015,11,C,Dianthus sylvestris Wulfen subsp. garganicus (Grande) Pignatti,Dianthus virgineus L.,+
2015,11,C,Festuca circummediterranea Patzke,Festuca circummediterranea Patzke,2
2015,11,C,Galium corrudifolium Vill.,Galium corrudifolium Vill.,+
2015,11,C,Helianthemum canum (L.) Baumg. subsp. canum,Helianthemum oelandicum (L.) Dum.Cours. subsp. incanum (Willk.) G.López,+
2015,11,C,Helianthemum nummularium (L.) Mill. subsp. obscurum (Čelak.) Holub,Helianthemum nummularium (L.) Mill. subsp. obscurum (Čelak.) Holub,+
