Year,Plot,Layer ,Pignatti_1982,Bartolucci et al_2024,spp_presence_cover 
2003,30,C,Plantago argentea Chaix,Plantago argentea Chaix subsp. argentea,p
2003,30,C,Plantago lanceolata L. var. lanceolata,Plantago lanceolata L.,p
2003,30,C,Potentilla tabernaemontani Asch.,Potentilla rigoana Th.Wolf,p
2003,30,C,Rhinanthus minor L.,Rhinanthus minor L.,p
2003,30,C,Salvia pratensis L. subsp. pratensis,Salvia pratensis L.,p
2003,30,C,Sedum sexangulare L.,Sedum sexangulare L.,p
2003,30,C,Stachys officinalis (L.) Trevisan subsp. officinalis,Betonica officinalis L.,p
2003,30,C,Teucrium chamaedrys L.,Teucrium chamaedrys L. subsp. chamaedrys,p
2003,30,C,Thymus longicaulis Presl,Thymus longicaulis C.Presl subsp. longicaulis,p
2003,30,C,Trifolium montanum L. subsp. rupestre (Ten.) Pignatti,Trifolium montanum L. subsp. rupestre (Ten.) Nyman,p
2003,30,C,Trifolium ochroleucum Huds.,Trifolium ochroleucon Huds.,p
2003,30,C,Trinia glauca (L.) Dumort. subsp. carniolica (Kerner) Wolff,Trinia glauca (L.) Dumort. subsp. carniolica (A.Kern. ex Janch.) H.Wolff,p
2003,30,C,Valeriana tuberosa L.,Valeriana tuberosa L.,p
2015,30,C,Achillea collina Becker,Achillea collina (Becker ex Wirtg.) Heimerl,+
2015,30,C,Agrostis tenuis Sibth.,Agrostis capillaris L.,2
2015,30,C,Anthoxanthum odoratum L.,Anthoxanthum odoratum L.,+
2015,30,C,Asperula cynanchica L.,Cynanchica pyrenaica (L.) P.Caputo & Del Guacchio subsp. cynanchica (L.) P.Caputo & Del Guacchio,+
2015,30,C,Brachypodium sylvaticum (Huds.) Beauv.,Brachypodium sylvaticum (Huds.) P.Beauv. subsp. sylvaticum,1
2015,30,C,Bromus erectus Huds.,Bromopsis erecta (Huds.) Fourr.,2
2015,30,C,Bunium bulbocastanum L.,Bunium bulbocastanum L.,+
2015,30,C,Carex caryophyllea La Tourr.,Carex caryophyllea Latourr.,+
2015,30,C,Centaurea bracteata Scop.,Centaurea jacea L. subsp. gaudinii (Boiss. & Reut.) Gremli,+
2015,30,C,Cerastium arvense L. subsp. suffruticosum (L.) Nym.,Cerastium arvense L. subsp. suffruticosum (L.) Ces.,+
2015,30,C,Cynosurus echinatus L.,Cynosurus echinatus L.,+
2015,30,C,Dianthus carthusianorum L. subsp. tenorei (Lacaita) Pignatti,Dianthus carthusianorum L. subsp. carthusianorum,+
2015,30,C,Eryngium amethystinum L.,Eryngium amethystinum L.,+
2015,30,C,Festuca circummediterranea Patzke,Festuca circummediterranea Patzke,+
2015,30,C,Festuca trachyphylla (Hackel) Krajina,Festuca trachyphylla (Hack.) R.P.Murray,1
2015,30,C,Galium corrudifolium Vill.,Galium corrudifolium Vill.,+
2015,30,C,Galium verum L. subsp. verum,Galium verum L. subsp. verum,+
2015,30,C,Hieracium pilosella L.,Pilosella officinarum F.W.Schultz & Sch.Bip.,+
2015,30,C,Hypericum perforatum L. subsp. angustifolium (DC.) Gaudin,Hypericum perforatum L. subsp. veronense (Schrank) Ces.,+
2015,30,C,Knautia purpurea (Vill.) Borbás,Knautia calycina (C.Presl) Guss.,1
2015,30,C,Koeleria macrantha (Ledeb.) Sprengel,Koeleria macrantha (Ledeb.) Schult. subsp. macrantha,+
2015,30,C,Lotus corniculatus L.,Lotus corniculatus L. subsp. corniculatus,+
2015,30,C,Luzula campestris (L.) DC.,Luzula campestris (L.) DC. subsp. campestris,+
2015,30,C,Orobanche sp.,Orobanche sp.,+
2015,30,C,Phleum ambiguum Ten.,Phleum hirsutum Honck. subsp. ambiguum (Ten.) Cif. & Giacom.,+
2015,30,C,Plantago argentea Chaix,Plantago argentea Chaix subsp. argentea,+
2015,30,C,Plantago lanceolata L. var. lanceolata,Plantago lanceolata L.,+
2015,30,C,Potentilla tabernaemontani Asch.,Potentilla rigoana Th.Wolf,+
2015,30,C,Rumex acetosella L.,Rumex acetosella L. subsp. pyrenaicus (Pourr. ex Lapeyr.) Akeroyd,+
2015,30,C,Stachys officinalis (L.) Trevisan subsp. officinalis,Betonica officinalis L.,+
2015,30,C,Teucrium chamaedrys L.,Teucrium chamaedrys L. subsp. chamaedrys,+
2015,30,C,Thymus sp.,Thymus sp.,+
2015,30,C,Tragopogon pratensis L. subsp. orientalis (L.) Čelak.,Tragopogon orientalis L.,+
2015,30,C,Trifolium alpestre L.,Trifolium alpestre L.,+
2015,30,C,Trifolium montanum L. subsp. rupestre (Ten.) Pignatti,Trifolium montanum L. subsp. rupestre (Ten.) Nyman,1
2015,30,C,Trifolium ochroleucum Huds.,Trifolium ochroleucon Huds.,+
2020,30,C,Agrostis tenuis Sibth.,Agrostis capillaris L.,2
2020,30,C,Allium vineale L.,Allium vineale L.,+
2020,30,C,Anthoxanthum odoratum L.,Anthoxanthum odoratum L.,+
2020,30,C,Arabis hirsuta (L.) Scop.,Arabis hirsuta (L.) Scop.,+
2020,30,C,Arenaria serpyllifolia L.,Arenaria serpyllifolia L. subsp. serpyllifolia,+
2020,30,C,Armeria canescens (Host) Boiss. subsp. canescens,Armeria gracilis Ten. subsp. gracilis,+
2020,30,C,Avenula praetutiana (Parl.) Pignatti,"Helictochloa praetutiana (Parl. ex Arcang.) Bartolucci, F.Conti, Peruzzi & Banfi subsp. praetutiana",+
2020,30,C,Brachypodium sylvaticum (Huds.) Beauv.,Brachypodium sylvaticum (Huds.) P.Beauv. subsp. sylvaticum,2
2020,30,C,Bromus erectus Huds.,Bromopsis erecta (Huds.) Fourr.,2
2020,30,C,Bunium bulbocastanum L.,Bunium bulbocastanum L.,1
2020,30,C,Carex caryophyllea La Tourr.,Carex caryophyllea Latourr.,+
2020,30,C,Centaurea bracteata Scop.,Centaurea jacea L. subsp. gaudinii (Boiss. & Reut.) Gremli,+
2020,30,C,Cerastium arvense L. subsp. suffruticosum (L.) Nym.,Cerastium arvense L. subsp. suffruticosum (L.) Ces.,+
2020,30,C,Cynosurus echinatus L.,Cynosurus echinatus L.,+
2020,30,C,Dianthus carthusianorum L. subsp. tenorei (Lacaita) Pignatti,Dianthus carthusianorum L. subsp. carthusianorum,1
2020,30,C,Eryngium amethystinum L.,Eryngium amethystinum L.,+
2020,30,C,Festuca circummediterranea Patzke,Festuca circummediterranea Patzke,+
2020,30,C,Festuca inops De Not.,Festuca inops De Not.,1
2020,30,C,Festuca trachyphylla (Hackel) Krajina,Festuca trachyphylla (Hack.) R.P.Murray,1
2020,30,C,Filipendula vulgaris Moench,Filipendula vulgaris Moench,1
2020,30,C,Galium corrudifolium Vill.,Galium corrudifolium Vill.,+
2020,30,C,Galium verum L. subsp. verum,Galium verum L. subsp. verum,+
2020,30,C,Hieracium cymosum L.,Pilosella cymosa (L.) F.W.Schultz & Sch.Bip. subsp. sabina (Sebast.) H.P.Fuchs,+
2020,30,C,Hieracium pilosella L.,Pilosella officinarum F.W.Schultz & Sch.Bip.,+
2020,30,C,Hypericum perforatum L. subsp. angustifolium (DC.) Gaudin,Hypericum perforatum L. subsp. veronense (Schrank) Ces.,+
2020,30,C,Knautia purpurea (Vill.) Borbás,Knautia calycina (C.Presl) Guss.,1
2020,30,C,Koeleria macrantha (Ledeb.) Sprengel,Koeleria macrantha (Ledeb.) Schult. subsp. macrantha,+
2020,30,C,Lotus corniculatus L.,Lotus corniculatus L. subsp. corniculatus,+
2020,30,C,Luzula campestris (L.) DC.,Luzula campestris (L.) DC. subsp. campestris,+
2020,30,C,Onobrychis viciifolia Scop.,Onobrychis viciifolia Scop.,+
2020,30,C,Ophrys sp.,Ophrys sp.,+
2020,30,C,Phleum ambiguum Ten.,Phleum hirsutum Honck. subsp. ambiguum (Ten.) Cif. & Giacom.,+
2020,30,C,Plantago argentea Chaix,Plantago argentea Chaix subsp. argentea,+
2020,30,C,Potentilla tabernaemontani Asch.,Potentilla rigoana Th.Wolf,1
2020,30,C,Rhinanthus alectorolophus (Scop.) Pollich,Rhinanthus alectorolophus (Scop.) Pollich subsp. alectorolophus,+
2020,30,C,Senecio doronicum L. subsp. doronicum,Senecio doronicum (L.) L. subsp. doronicum,1
2020,30,C,Thymus sp.,Thymus sp.,+
2020,30,C,Tragopogon pratensis L. subsp. orientalis (L.) Čelak.,Tragopogon orientalis L.,+
2020,30,C,Trifolium alpestre L.,Trifolium alpestre L.,+
2020,30,C,Trifolium ochroleucum Huds.,Trifolium ochroleucon Huds.,+
2020,30,C,Viola eugeniae Parl. subsp. eugeniae,Viola eugeniae Parl. subsp. eugeniae,+
2024,30,C,Agrostis tenuis Sibth.,Agrostis capillaris L.,2
2024,30,C,Allium vineale L.,Allium vineale L.,+
2024,30,C,Anthoxanthum odoratum L.,Anthoxanthum odoratum L.,+
2024,30,C,Arabis collina Ten.,Arabis collina Ten.,+
2024,30,C,Arabis hirsuta (L.) Scop.,Arabis hirsuta (L.) Scop.,+
2024,30,C,Arenaria serpyllifolia L.,Arenaria serpyllifolia L. subsp. serpyllifolia,+
2024,30,C,Armeria canescens (Host) Boiss. subsp. canescens,Armeria gracilis Ten. subsp. gracilis,+
2024,30,C,Avenula praetutiana (Parl.) Pignatti,"Helictochloa praetutiana (Parl. ex Arcang.) Bartolucci, F.Conti, Peruzzi & Banfi subsp. praetutiana",+
2024,30,C,Avenula praetutiana (Parl.) Pignatti,Betonica officinalis L.,+
2024,30,C,Brachypodium sylvaticum (Huds.) Beauv.,Brachypodium sylvaticum (Huds.) P.Beauv. subsp. sylvaticum,4
2024,30,C,Bromus erectus Huds.,Bromopsis erecta (Huds.) Fourr.,1
2024,30,C,Bunium bulbocastanum L.,Bunium bulbocastanum L.,1
2024,30,C,Centaurea bracteata Scop.,Centaurea jacea L. subsp. gaudinii (Boiss. & Reut.) Gremli,+
2024,30,C,Centaurea triumfettii All.,Centaurea triumfettii All.,+
2024,30,C,Cerastium arvense L. subsp. suffruticosum (L.) Nym.,Cerastium arvense L. subsp. suffruticosum (L.) Ces.,+
2024,30,C,Cerastium glutinosum Fr.,Cerastium glutinosum Fr.,+
2024,30,C,Cynosurus echinatus L.,Cynosurus echinatus L.,+
2024,30,C,Dianthus carthusianorum L. subsp. tenorei (Lacaita) Pignatti,Dianthus carthusianorum L. subsp. carthusianorum,+
2024,30,C,Eryngium amethystinum L.,Eryngium amethystinum L.,+
2024,30,C,Erysimum pseudorhaeticum Polatschek,Erysimum pseudorhaeticum Polatschek,+
2024,30,C,Festuca circummediterranea Patzke,Festuca circummediterranea Patzke,+
2024,30,C,Festuca inops De Not.,Festuca inops De Not.,+
2024,30,C,Festuca trachyphylla (Hackel) Krajina,Festuca trachyphylla (Hack.) R.P.Murray,1
2024,30,C,Filipendula vulgaris Moench,Filipendula vulgaris Moench,2
2024,30,C,Galium corrudifolium Vill.,Galium corrudifolium Vill.,+
2024,30,C,Galium verum L. subsp. verum,Galium verum L. subsp. verum,+
2024,30,C,Hieracium cymosum L.,Pilosella cymosa (L.) F.W.Schultz & Sch.Bip. subsp. sabina (Sebast.) H.P.Fuchs,+
2024,30,C,Hypericum perforatum L. subsp. angustifolium (DC.) Gaudin,Hypericum perforatum L. subsp. veronense (Schrank) Ces.,+
2024,30,C,Knautia purpurea (Vill.) Borbás,Knautia calycina (C.Presl) Guss.,1
2024,30,C,Luzula campestris (L.) DC.,Luzula campestris (L.) DC. subsp. campestris,+
2024,30,C,Myosotis alpestris F.W.Schmidt,Myosotis graui Selvi,+
2024,30,C,Plantago argentea Chaix,Plantago argentea Chaix subsp. argentea,+
2024,30,C,Potentilla tabernaemontani Asch.,Potentilla rigoana Th.Wolf,+
2024,30,C,Rumex acetosella L.,Rumex acetosella L. subsp. pyrenaicus (Pourr. ex Lapeyr.) Akeroyd,+
2024,30,C,Senecio doronicum L. subsp. doronicum,Senecio doronicum (L.) L. subsp. doronicum,+
2024,30,C,Trifolium alpestre L.,Trifolium alpestre L.,2
2024,30,C,Trifolium ochroleucum Huds.,Trifolium ochroleucon Huds.,+
2024,30,C,Trinia glauca (L.) Dumort. subsp. carniolica (Kerner) Wolff,Trinia glauca (L.) Dumort. subsp. carniolica (A.Kern. ex Janch.) H.Wolff,+
2002,31,C,Allium sphaerocephalon L.,Allium sphaerocephalon L. subsp. sphaerocephalon,p
2002,31,C,Allium vineale L.,Allium vineale L.,p
2002,31,C,Anthoxanthum odoratum L.,Anthoxanthum odoratum L.,p
2002,31,C,Arabis collina Ten.,Arabis collina Ten.,p
2002,31,C,Arenaria serpyllifolia L.,Arenaria serpyllifolia L. subsp. serpyllifolia,p
2002,31,C,Armeria canescens (Host) Boiss. subsp. canescens,Armeria gracilis Ten. subsp. gracilis,p
2002,31,C,Asperula cynanchica L.,Cynanchica pyrenaica (L.) P.Caputo & Del Guacchio subsp. cynanchica (L.) P.Caputo & Del Guacchio,p
2002,31,C,Asperula purpurea (L.) Ehrend.,Thliphthisa purpurea (L.) P.Caputo & Del Guacchio subsp. purpurea,p
2002,31,C,Avenula praetutiana (Parl.) Pignatti,"Helictochloa praetutiana (Parl. ex Arcang.) Bartolucci, F.Conti, Peruzzi & Banfi subsp. praetutiana",p
2002,31,C,Brachypodium rupestre (Host) Roem. & Schult. subsp. rupestre,Brachypodium rupestre (Host) Roem. & Schult.,p
2002,31,C,Bromus erectus Huds.,Bromopsis erecta (Huds.) Fourr.,p
2002,31,C,Carex macrolepis DC.,Carex macrolepis DC.,p
2002,31,C,Centaurea triumfettii All.,Centaurea triumfettii All.,p
2002,31,C,Cerastium arvense L. subsp. suffruticosum (L.) Nym.,Cerastium arvense L. subsp. suffruticosum (L.) Ces.,p
2002,31,C,Dianthus sylvestris Wulfen subsp. garganicus (Grande) Pignatti,Dianthus virgineus L.,p
2002,31,C,Eryngium amethystinum L.,Eryngium amethystinum L.,p
2002,31,C,Festuca circummediterranea Patzke,Festuca circummediterranea Patzke,p
2002,31,C,Galium corrudifolium Vill.,Galium corrudifolium Vill.,p
2002,31,C,Hieracium pilosella L.,Pilosella officinarum F.W.Schultz & Sch.Bip.,p
2002,31,C,Hippocrepis comosa L.,Hippocrepis comosa L. subsp. comosa,p
2002,31,C,Inula montana L.,"Pentanema montanum (L.) D.Gut.Larr., Santos-Vicente, Anderb., E.Rico & M.M.Mart.Ort.",p
2002,31,C,Knautia purpurea (Vill.) Borbás,Knautia calycina (C.Presl) Guss.,p
2002,31,C,Koeleria splendens Presl,Koeleria splendens C.Presl,p
2002,31,C,Leontodon cichoraceus (Ten.) Sanguin.,Scorzoneroides cichoriacea (Ten.) Greuter,p
2002,31,C,Lotus corniculatus L.,Lotus corniculatus L. subsp. corniculatus,p
2002,31,C,Muscari neglectum Guss.,Muscari neglectum Guss. ex Ten. & Sangiovanni,p
2002,31,C,Ornithogalum comosum L.,Ornithogalum comosum L.,p
2002,31,C,Plantago lanceolata L. var. sphaerostachya Mert. et Koch,Plantago lanceolata L.,p
2002,31,C,Plantago media L.,Plantago media L. subsp. media,p
2002,31,C,Potentilla tabernaemontani Asch.,Potentilla rigoana Th.Wolf,p
2002,31,C,Rhinanthus minor L.,Rhinanthus minor L.,p
2002,31,C,Sedum acre L.,Sedum acre L.,p
2002,31,C,Senecio doronicum L. subsp. doronicum,Senecio doronicum (L.) L. subsp. doronicum,p
2002,31,C,Stachys officinalis (L.) Trevisan subsp. officinalis,Betonica officinalis L.,p
2002,31,C,Teucrium chamaedrys L.,Teucrium chamaedrys L. subsp. chamaedrys,p
2002,31,C,Thymus longicaulis Presl,Thymus longicaulis C.Presl subsp. longicaulis,p
2002,31,C,Trifolium alpestre L.,Trifolium alpestre L.,p
2002,31,C,Trifolium montanum L. subsp. rupestre (Ten.) Pignatti,Trifolium montanum L. subsp. rupestre (Ten.) Nyman,p
2002,31,C,Trifolium ochroleucum Huds.,Trifolium ochroleucon Huds.,p
2002,31,C,Trinia glauca (L.) Dumort. subsp. carniolica (Kerner) Wolff,Trinia glauca (L.) Dumort. subsp. carniolica (A.Kern. ex Janch.) H.Wolff,p
2002,31,C,Valeriana tuberosa L.,Valeriana tuberosa L.,p
2002,31,C,Xeranthemum cylindraceum S. et S.,Xeranthemum cylindraceum Sm.,p
2003,31,C,Acer obtusatum Waldst. & Kit.,Acer opalus Mill. subsp. obtusatum (Waldst. & Kit. ex Willd.) Gams,p
2003,31,C,Asperula purpurea (L.) Ehrend.,Thliphthisa purpurea (L.) P.Caputo & Del Guacchio subsp. purpurea,p
2003,31,C,Brachypodium rupestre (Host) Roem. & Schult. subsp. rupestre,Brachypodium rupestre (Host) Roem. & Schult.,p
2003,31,C,Bromus erectus Huds.,Bromopsis erecta (Huds.) Fourr.,p
2003,31,C,Bupleurum falcatum L. subsp. cernuum (Ten.) Arcang.,Bupleurum falcatum L. subsp. cernuum (Nyman) Arcang.,p
2003,31,C,Campanula apennina Podlech,Campanula micrantha Bertol.,p
2003,31,C,Carduus nutans L. subsp. nutans,Carduus nutans L. subsp. nutans,p
2003,31,C,Carex macrolepis DC.,Carex macrolepis DC.,p
2003,31,C,Carlina acaulis L.,Carlina acaulis L. subsp. caulescens (Lam.) Schübl. & G.Martens,p
2003,31,C,Centaurea ambigua Guss. subsp. ambigua,Centaurea arrigonii Greuter,p
2003,31,C,Cerastium arvense L. subsp. suffruticosum (L.) Nym.,Cerastium arvense L. subsp. suffruticosum (L.) Ces.,p
2003,31,C,Cytisus sessilifolius L.,Cytisophyllum sessilifolium (L.) O.Lang,p
2003,31,C,Dianthus sylvestris Wulfen subsp. garganicus (Grande) Pignatti,Dianthus virgineus L.,p
2003,31,C,Eryngium amethystinum L.,Eryngium amethystinum L.,p
2003,31,C,Festuca inops De Not.,Festuca inops De Not.,p
2003,31,C,Galium corrudifolium Vill.,Galium corrudifolium Vill.,p
2003,31,C,Gymnadenia conopsea (L.) R.Br.,Gymnadenia conopsea (L.) R.Br.,p
2003,31,C,Helianthemum apenninum (L.) Mill.,Helianthemum apenninum (L.) Mill. subsp. apenninum,p
2003,31,C,Hieracium gruppo murorum L.,Hieracium murorum L. s.l.,p
2003,31,C,Juniperus oxycedrus L. subsp. oxycedrus,Juniperus deltoides R.P.Adams ,p
2003,31,C,Knautia purpurea (Vill.) Borbás,Knautia calycina (C.Presl) Guss.,p
2003,31,C,Koeleria splendens Presl,Koeleria splendens C.Presl,p
2003,31,C,Lathyrus sylvestris L.,Lathyrus sylvestris L. subsp. sylvestris,p
2003,31,C,Lilium bulbiferum L. subsp. croceum (Chaix) Baker,Lilium bulbiferum L. subsp. croceum (Chaix) Jan,p
2003,31,C,Ononis spinosa L. subsp. spinosa,Ononis spinosa L. subsp. spinosa,p
2003,31,C,Sanguisorba minor Scop. subsp. muricata (Gremli) Briq.,Poterium sanguisorba L. subsp. balearicum (Bourg. ex Nyman) Stace,p
2003,31,C,Sedum rupestre L. subsp. rupestre,Petrosedum rupestre (L.) P.V.Heath,p
2003,31,C,Sesleria nitida Ten.,Sesleria nitida Ten.,p
2003,31,C,Sorbus aria (L.) Crantz,Sorbus aria (L.) Crantz,p
2003,31,C,Tanacetum corymbosum var. tenuifolium (Willd.) Briq. et Cavill.,Tanacetum corymbosum (L.) Sch.Bip. subsp. achilleae (L.) Greuter,p
2003,31,C,Teucrium chamaedrys L.,Teucrium chamaedrys L. subsp. chamaedrys,p
2003,31,C,Thymus longicaulis Presl,Thymus longicaulis C.Presl subsp. longicaulis,p
2015,31,C,Agrostis tenuis Sibth.,Agrostis capillaris L.,1
2015,31,C,Anthoxanthum odoratum L.,Anthoxanthum odoratum L.,+
2015,31,C,Anthyllis vulneraria L. subsp. praepropera (Kerner) Bornm.,Anthyllis vulneraria L. subsp. rubriflora (DC.) Arcang.,+
2015,31,C,Arabis collina Ten.,Arabis collina Ten.,+
2015,31,C,Arenaria serpyllifolia L.,Arenaria serpyllifolia L. subsp. serpyllifolia,+
2015,31,C,Asperula cynanchica L.,Cynanchica pyrenaica (L.) P.Caputo & Del Guacchio subsp. cynanchica (L.) P.Caputo & Del Guacchio,+
2015,31,C,Brachypodium rupestre (Host) Roem. & Schult.,Brachypodium rupestre (Host) Roem. & Schult.,3
2015,31,C,Bromus erectus Huds.,Bromopsis erecta (Huds.) Fourr.,1
2015,31,C,Carex caryophyllea La Tourr.,Carex caryophyllea Latourr.,+
2015,31,C,Centaurea bracteata Scop.,Centaurea jacea L. subsp. gaudinii (Boiss. & Reut.) Gremli,+
2015,31,C,Cerastium arvense L. subsp. suffruticosum (L.) Nym.,Cerastium arvense L. subsp. suffruticosum (L.) Ces.,+
2015,31,C,Coronilla minima L.,Coronilla minima L.,+
2015,31,C,Eryngium amethystinum L.,Eryngium amethystinum L.,+
2015,31,C,Festuca circummediterranea Patzke,Festuca circummediterranea Patzke,1
2015,31,C,Festuca inops De Not.,Festuca inops De Not.,1
2015,31,C,Galium verum L. subsp. verum,Galium verum L. subsp. verum,1
2015,31,C,Hieracium pilosella L.,Pilosella officinarum F.W.Schultz & Sch.Bip.,+
2015,31,C,Hypericum perforatum L. subsp. angustifolium (DC.) Gaudin,Hypericum perforatum L. subsp. veronense (Schrank) Ces.,+
2015,31,C,Knautia purpurea (Vill.) Borbás,Knautia calycina (C.Presl) Guss.,1
2015,31,C,Koeleria macrantha (Ledeb.) Sprengel,Koeleria macrantha (Ledeb.) Schult. subsp. macrantha,+
2015,31,C,Leontodon cichoraceus (Ten.) Sanguin.,Scorzoneroides cichoriacea (Ten.) Greuter,+
2015,31,C,Lotus corniculatus L.,Lotus corniculatus L. subsp. corniculatus,+
2015,31,C,Luzula campestris (L.) DC.,Luzula campestris (L.) DC. subsp. campestris,+
2015,31,C,Plantago argentea Chaix,Plantago argentea Chaix subsp. argentea,+
2015,31,C,Potentilla tabernaemontani Asch.,Potentilla rigoana Th.Wolf,+
2015,31,C,Rhinanthus minor L.,Rhinanthus minor L.,+
2015,31,C,Rumex acetosella L.,Rumex acetosella L. subsp. pyrenaicus (Pourr. ex Lapeyr.) Akeroyd,+
2015,31,C,Sedum rupestre L. subsp. rupestre,Petrosedum rupestre (L.) P.V.Heath,+
2015,31,C,Senecio doronicum L. subsp. doronicum,Senecio doronicum (L.) L. subsp. doronicum,+
2015,31,C,Stachys officinalis (L.) Trevisan subsp. officinalis,Betonica officinalis L.,+
2015,31,C,Thymus longicaulis Presl,Thymus longicaulis C.Presl subsp. longicaulis,+
2015,31,C,Thymus sp.,Thymus sp.,1
2015,31,C,Trifolium montanum L. subsp. rupestre (Ten.) Pignatti,Trifolium montanum L. subsp. rupestre (Ten.) Nyman,+
2015,31,C,Trifolium ochroleucum Huds.,Trifolium ochroleucon Huds.,1
2015,31,C,Trinia glauca (L.) Dumort. subsp. carniolica (Kerner) Wolff,Trinia glauca (L.) Dumort. subsp. carniolica (A.Kern. ex Janch.) H.Wolff,+
2020,31,C,Agrostis tenuis Sibth.,Agrostis capillaris L.,1
2020,31,C,Allium sphaerocephalon L.,Allium sphaerocephalon L. subsp. sphaerocephalon,1
2020,31,C,Allium vineale L.,Allium vineale L.,+
2020,31,C,Anthoxanthum odoratum L.,Anthoxanthum odoratum L.,+
2020,31,C,Arabis collina Ten.,Arabis collina Ten.,+
2020,31,C,Arenaria serpyllifolia L.,Arenaria serpyllifolia L. subsp. serpyllifolia,+
2020,31,C,Armeria canescens (Host) Boiss. subsp. canescens,Armeria gracilis Ten. subsp. gracilis,+
2020,31,C,Avenula praetutiana (Parl.) Pignatti,"Helictochloa praetutiana (Parl. ex Arcang.) Bartolucci, F.Conti, Peruzzi & Banfi subsp. praetutiana",+
2020,31,C,Brachypodium rupestre (Host) Roem. & Schult.,Brachypodium rupestre (Host) Roem. & Schult.,1
2020,31,C,Bromus erectus Huds.,Bromopsis erecta (Huds.) Fourr.,1
2020,31,C,Bunium bulbocastanum L.,Bunium bulbocastanum L.,+
2020,31,C,Carex caryophyllea La Tourr.,Carex caryophyllea Latourr.,1
2020,31,C,Centaurea bracteata Scop.,Centaurea jacea L. subsp. gaudinii (Boiss. & Reut.) Gremli,+
2020,31,C,Cerastium arvense L. subsp. suffruticosum (L.) Nym.,Cerastium arvense L. subsp. suffruticosum (L.) Ces.,+
2020,31,C,Orchis sambucina L.,Dactylorhiza sambucina (L.) Soó,+
2020,31,C,Dianthus carthusianorum L. subsp. tenorei (Lacaita) Pignatti,Dianthus carthusianorum L. subsp. carthusianorum,+
2020,31,C,Dianthus sylvestris Wulfen subsp. garganicus (Grande) Pignatti,Dianthus virgineus L.,+
2020,31,C,Eryngium amethystinum L.,Eryngium amethystinum L.,+
2020,31,C,Euphrasia salisburgensis Funk,Euphrasia salisburgensis Funck ex Hoppe,+
2020,31,C,Festuca circummediterranea Patzke,Festuca circummediterranea Patzke,2
2020,31,C,Festuca inops De Not.,Festuca inops De Not.,2
2020,31,C,Festuca trachyphylla (Hackel) Krajina,Festuca trachyphylla (Hack.) R.P.Murray,1
2020,31,C,Galium corrudifolium Vill.,Galium corrudifolium Vill.,1
2020,31,C,Hieracium pilosella L.,Pilosella officinarum F.W.Schultz & Sch.Bip.,+
2020,31,C,Hippocrepis comosa L.,Hippocrepis comosa L. subsp. comosa,+
2020,31,C,Knautia purpurea (Vill.) Borbás,Knautia calycina (C.Presl) Guss.,1
2020,31,C,Koeleria macrantha (Ledeb.) Sprengel,Koeleria macrantha (Ledeb.) Schult. subsp. macrantha,1
2020,31,C,Leontodon cichoraceus (Ten.) Sanguin.,Scorzoneroides cichoriacea (Ten.) Greuter,+
2020,31,C,Linum catharticum L. subsp. catharticum,Linum catharticum L. subsp. catharticum,+
2020,31,C,Lotus corniculatus L.,Lotus corniculatus L. subsp. corniculatus,+
2020,31,C,Luzula campestris (L.) DC.,Luzula campestris (L.) DC. subsp. campestris,+
2020,31,C,Muscari neglectum Guss.,Muscari neglectum Guss. ex Ten. & Sangiovanni,+
2020,31,C,Ornithogalum umbellatum L.,Ornithogalum etruscum Parl. subsp. etruscum ,+
2020,31,C,Plantago argentea Chaix,Plantago argentea Chaix subsp. argentea,1
2020,31,C,Plantago media L.,Plantago media L. subsp. media,+
2020,31,C,Potentilla tabernaemontani Asch.,Potentilla rigoana Th.Wolf,+
2020,31,C,Sanguisorba minor Scop. subsp. muricata (Gremli) Briq.,Poterium sanguisorba L. subsp. balearicum (Bourg. ex Nyman) Stace,+
2020,31,C,Senecio doronicum L. subsp. doronicum,Senecio doronicum (L.) L. subsp. doronicum,+
2020,31,C,Stachys officinalis (L.) Trevisan subsp. officinalis,Betonica officinalis L.,+
2020,31,C,Teucrium chamaedrys L.,Teucrium chamaedrys L. subsp. chamaedrys,+
2020,31,C,Thymus longicaulis Presl,Thymus longicaulis C.Presl subsp. longicaulis,+
2020,31,C,Thymus sp.,Thymus sp.,+
2020,31,C,Tragopogon pratensis L. subsp. orientalis (L.) Čelak.,Tragopogon orientalis L.,+
2020,31,C,Trifolium montanum L. subsp. rupestre (Ten.) Pignatti,Trifolium montanum L. subsp. rupestre (Ten.) Nyman,+
2020,31,C,Trifolium ochroleucum Huds.,Trifolium ochroleucon Huds.,+
2020,31,C,Trinia glauca (L.) Dumort. subsp. carniolica (Kerner) Wolff,Trinia glauca (L.) Dumort. subsp. carniolica (A.Kern. ex Janch.) H.Wolff,+
2020,31,C,Viola eugeniae Parl. subsp. eugeniae,Viola eugeniae Parl. subsp. eugeniae,+
2024,31,C,Agrostis tenuis Sibth.,Agrostis capillaris L.,+
2024,31,C,Aira caryophyllea subsp. caryophyllea,Aira caryophyllea L.,+
2024,31,C,Allium sphaerocephalon L.,Allium sphaerocephalon L. subsp. sphaerocephalon,+
2024,31,C,Allium vineale L.,Allium vineale L.,+
2024,31,C,Anthoxanthum odoratum L.,Anthoxanthum odoratum L.,+
2024,31,C,Armeria canescens (Host) Boiss. subsp. canescens,Armeria gracilis Ten. subsp. gracilis,+
